PMID	genename	PTOterm	sent
30096253	Related receptor-like Kinase 2; RLK	stem elongation	These results indicate PSRK2 is a component of GA signaling pathway that controls stem elongation by negatively regulating GA responses.Os: Oryza sativa; At: Arabidopsis thaliana; RNAi: RNA interfere; DN: Dominate Negative; SMART: Simple Modular Architecture Research Tool; Uni : Uniconazol; PSRK2: Plant Stature Related receptor-like Kinase 2; RLK: Receptor-like Kinase; GA: Gibberellin; IAA: indole-3-acetic acid; BL: Brassinosteroid.
30096253	RLK	stem elongation	These results indicate PSRK2 is a component of GA signaling pathway that controls stem elongation by negatively regulating GA responses.Os: Oryza sativa; At: Arabidopsis thaliana; RNAi: RNA interfere; DN: Dominate Negative; SMART: Simple Modular Architecture Research Tool; Uni : Uniconazol; PSRK2: Plant Stature Related receptor-like Kinase 2; RLK: Receptor-like Kinase; GA: Gibberellin; IAA: indole-3-acetic acid; BL: Brassinosteroid.
30096253	Related receptor-like Kinase 2; RLK	stem elongation	These results indicate PSRK2 is a component of GA signaling pathway that controls stem elongation by negatively regulating GA responses.Os: Oryza sativa; At: Arabidopsis thaliana; RNAi: RNA interfere; DN: Dominate Negative; SMART: Simple Modular Architecture Research Tool; Uni : Uniconazol; PSRK2: Plant Stature Related receptor-like Kinase 2; RLK: Receptor-like Kinase; GA: Gibberellin; IAA: indole-3-acetic acid; BL: Brassinosteroid.
30237804	CER1	pollen sterility	Downregulation of OsCER1 in rice led to sterility, and fewer amyloplasts within the mature pollen grains.
30286719	oxidoreductase	planthopper	These planthopper target genes were enriched in genes that are involved in structural constituent of cuticle, serine-type endopeptidase activity, and oxidoreductase activity.Taken together, our results reveal that infection by the same virus can generate distinct vsiRNAs in different hosts to potentially regulate different biological processes, thus reflecting distinct virus-host interactions.
30444888	NPR1	disease resistance	Some TGA transcription factors belonging to bZIP superfamily can regulate disease resistance through NPR1-mediated immunity mechanisms in Arabidopsis.
30444888	NPR1	disease resistance	Some TGA transcription factors belonging to bZIP superfamily can regulate disease resistance through NPR1-mediated immunity mechanisms in Arabidopsis.
30444888	NPR1	disease resistance	Some TGA transcription factors belonging to bZIP superfamily can regulate disease resistance through NPR1-mediated immunity mechanisms in Arabidopsis.
30444888	NPR1	disease resistance	Some TGA transcription factors belonging to bZIP superfamily can regulate disease resistance through NPR1-mediated immunity mechanisms in Arabidopsis.
30444888	NPR1	disease resistance	Some TGA transcription factors belonging to bZIP superfamily can regulate disease resistance through NPR1-mediated immunity mechanisms in Arabidopsis.
30619400	Hd1	flower type	We analyzed the 45 diverse rice accessions and 12 tropical-adapted temperate japonica lines for the allele types of seven major flowering genes Hd1, OsPPR37, DTH8, Ghd7, Ehd1, RFT1, and Hd3a and flowering time under three different field conditions in temperate and tropical locations.
30619400	hd1	flower type	We analyzed the 45 diverse rice accessions and 12 tropical-adapted temperate japonica lines for the allele types of seven major flowering genes Hd1, OsPPR37, DTH8, Ghd7, Ehd1, RFT1, and Hd3a and flowering time under three different field conditions in temperate and tropical locations.
30619400	DTH8	flower type	We analyzed the 45 diverse rice accessions and 12 tropical-adapted temperate japonica lines for the allele types of seven major flowering genes Hd1, OsPPR37, DTH8, Ghd7, Ehd1, RFT1, and Hd3a and flowering time under three different field conditions in temperate and tropical locations.
30619400	Ghd7	flower type	We analyzed the 45 diverse rice accessions and 12 tropical-adapted temperate japonica lines for the allele types of seven major flowering genes Hd1, OsPPR37, DTH8, Ghd7, Ehd1, RFT1, and Hd3a and flowering time under three different field conditions in temperate and tropical locations.
30619400	Ehd1	flower type	We analyzed the 45 diverse rice accessions and 12 tropical-adapted temperate japonica lines for the allele types of seven major flowering genes Hd1, OsPPR37, DTH8, Ghd7, Ehd1, RFT1, and Hd3a and flowering time under three different field conditions in temperate and tropical locations.
30619400	RFT1	flower type	We analyzed the 45 diverse rice accessions and 12 tropical-adapted temperate japonica lines for the allele types of seven major flowering genes Hd1, OsPPR37, DTH8, Ghd7, Ehd1, RFT1, and Hd3a and flowering time under three different field conditions in temperate and tropical locations.
30619400	Hd3a	flower type	We analyzed the 45 diverse rice accessions and 12 tropical-adapted temperate japonica lines for the allele types of seven major flowering genes Hd1, OsPPR37, DTH8, Ghd7, Ehd1, RFT1, and Hd3a and flowering time under three different field conditions in temperate and tropical locations.
30737149	DEP1	grain number	Quantitative expression analysis showed that DEP1, a major grain number regulator, was significantly down-regulated in OsSPL18 KO lines.
30737149	DEP1	grain number	Quantitative expression analysis showed that DEP1, a major grain number regulator, was significantly down-regulated in OsSPL18 KO lines.
30737149	DEP1	grain number	Quantitative expression analysis showed that DEP1, a major grain number regulator, was significantly down-regulated in OsSPL18 KO lines.
30737149	DEP1	grain number	Quantitative expression analysis showed that DEP1, a major grain number regulator, was significantly down-regulated in OsSPL18 KO lines.
30737149	DEP1	grain number	Quantitative expression analysis showed that DEP1, a major grain number regulator, was significantly down-regulated in OsSPL18 KO lines.
30737149	DEP1	grain number	Quantitative expression analysis showed that DEP1, a major grain number regulator, was significantly down-regulated in OsSPL18 KO lines.
30737149	DEP1	grain number	Quantitative expression analysis showed that DEP1, a major grain number regulator, was significantly down-regulated in OsSPL18 KO lines.
30737149	DEP1	grain number	Quantitative expression analysis showed that DEP1, a major grain number regulator, was significantly down-regulated in OsSPL18 KO lines.
30737149	DEP1	grain number	Quantitative expression analysis showed that DEP1, a major grain number regulator, was significantly down-regulated in OsSPL18 KO lines.
30737149	DEP1	grain number	Quantitative expression analysis showed that DEP1, a major grain number regulator, was significantly down-regulated in OsSPL18 KO lines.
30737149	DEP1	grain number	Quantitative expression analysis showed that DEP1, a major grain number regulator, was significantly down-regulated in OsSPL18 KO lines.
30737149	DEP1	grain number	Taken together, our results uncovered a new OsmiR156k-OsSPL18-DEP1 pathway regulating grain number in rice.
30737149	DEP1	grain number	Taken together, our results uncovered a new OsmiR156k-OsSPL18-DEP1 pathway regulating grain number in rice.
30737149	DEP1	grain number	Taken together, our results uncovered a new OsmiR156k-OsSPL18-DEP1 pathway regulating grain number in rice.
30737149	DEP1	grain number	Taken together, our results uncovered a new OsmiR156k-OsSPL18-DEP1 pathway regulating grain number in rice.
30737149	DEP1	grain number	Taken together, our results uncovered a new OsmiR156k-OsSPL18-DEP1 pathway regulating grain number in rice.
30737149	DEP1	grain number	Taken together, our results uncovered a new OsmiR156k-OsSPL18-DEP1 pathway regulating grain number in rice.
30737149	DEP1	grain number	Taken together, our results uncovered a new OsmiR156k-OsSPL18-DEP1 pathway regulating grain number in rice.
